Agent,Epiphysis,Length(mm),Interval(length),Number_of_planes,Notch,Notch_a,Notch_c,Notch_d,Fracture_plane,Angle,Type_of_angle,>4cm
carnivore,Present,44,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,90,Right,Absent
carnivore,Present,45,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,72,Acute,Absent
carnivore,Present,45,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,76,Acute,Absent
carnivore,Present,46,40-49mm,1,Present,Absent,Absent,Absent,Oblique,38,Acute,Absent
carnivore,Present,46,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,115,Obtuse,Absent
carnivore,Present,46,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,70,Acute,Present
carnivore,Present,46,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,72,Acute,Present
carnivore,Present,46,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,91,Right,Present
carnivore,Present,47,40-49mm,1,Absent,Absent,Absent,Absent,Longitudinal,97,Obtuse,Absent
carnivore,Present,47,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,89,Right,Present
carnivore,Present,47,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,118,Obtuse,Present
carnivore,Present,47,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,77,Acute,Absent
carnivore,Present,47,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,83,Acute,Absent
carnivore,Present,47,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,91,Right,Absent
carnivore,Present,47,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,92,Right,Absent
carnivore,Present,47,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,104,Obtuse,Absent
carnivore,Present,47,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,104,Obtuse,Present
carnivore,Present,51,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,86,Right,Absent
carnivore,Present,51,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,88,Right,Present
carnivore,Present,52,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,72,Acute,Absent
carnivore,Present,52,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,112,Obtuse,Absent
carnivore,Present,52,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,44,Acute,Present
carnivore,Present,53,50-59mm,1,Absent,Absent,Absent,Absent,Oblique,120,Obtuse,Present
carnivore,Present,53,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,39,Acute,Absent
carnivore,Present,53,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,70,Acute,Absent
carnivore,Present,53,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,130,Obtuse,Absent
carnivore,Present,54,50-59mm,2,Absent,Absent,Absent,Absent,Oblique,91,Right,Absent
carnivore,Present,54,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,75,Acute,Present
carnivore,Present,54,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,89,Right,Present
carnivore,Present,54,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,91,Right,Present
carnivore,Present,55,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,82,Acute,Absent
carnivore,Present,55,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,83,Acute,Absent
carnivore,Present,55,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,83,Acute,Present
carnivore,Present,57,50-59mm,1,Present,Absent,Present,Absent,Oblique,59,Acute,Present
carnivore,Present,57,50-59mm,2,Absent,Absent,Absent,Absent,Oblique,90,Right,Absent
carnivore,Present,57,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,65,Acute,Present
carnivore,Present,57,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,92,Right,Present
carnivore,Present,57,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,94,Right,Present
carnivore,Present,59,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,85,Right,Present
carnivore,Present,59,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,101,Obtuse,Present
carnivore,Present,59,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,61,Acute,Absent
carnivore,Present,59,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,96,Obtuse,Absent
carnivore,Present,59,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,110,Obtuse,Absent
carnivore,Present,59,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,119,Obtuse,Absent
carnivore,Present,59,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,47,Acute,Present
carnivore,Present,59,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,93,Right,Present
carnivore,Present,60,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,96,Obtuse,Absent
carnivore,Present,60,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,100,Obtuse,Present
carnivore,Present,60,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,66,Acute,Absent
carnivore,Present,60,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,82,Acute,Absent
carnivore,Present,60,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,70,Acute,Present
carnivore,Present,61,60-69mm,1,Absent,Absent,Absent,Absent,Longitudinal,88,Right,Present
carnivore,Present,61,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,68,Acute,Present
carnivore,Present,61,60-69mm,2,Absent,Absent,Absent,Absent,Longitudinal,94,Right,Present
carnivore,Present,61,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,56,Acute,Absent
carnivore,Present,61,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,90,Right,Absent
carnivore,Present,61,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,90,Right,Absent
carnivore,Present,61,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,150,Obtuse,Absent
carnivore,Present,61,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,80,Acute,Present
carnivore,Present,61,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,86,Right,Present
carnivore,Present,62,60-69mm,1,Absent,Absent,Absent,Absent,Oblique,108,Obtuse,Present
carnivore,Present,62,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,63,Acute,Absent
carnivore,Present,62,60-69mm,4,Absent,Absent,Absent,Absent,Longitudinal,78,Acute,Absent
carnivore,Present,62,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,66,Acute,Present
carnivore,Present,62,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,76,Acute,Present
carnivore,Present,64,60-69mm,1,Absent,Absent,Absent,Absent,Longitudinal,87,Right,Present
carnivore,Present,65,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,80,Acute,Absent
carnivore,Present,65,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,92,Right,Absent
carnivore,Present,65,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,99,Obtuse,Absent
carnivore,Present,65,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,103,Obtuse,Absent
carnivore,Present,65,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,119,Obtuse,Absent
carnivore,Present,65,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,73,Acute,Present
carnivore,Present,67,60-69mm,1,Absent,Absent,Absent,Absent,Longitudinal,57,Acute,Present
carnivore,Present,68,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,62,Acute,Absent
carnivore,Present,68,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,67,Acute,Absent
carnivore,Present,68,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,109,Obtuse,Absent
carnivore,Present,70,70-79mm,2,Absent,Absent,Absent,Absent,Oblique,81,Acute,Absent
carnivore,Present,70,70-79mm,2,Absent,Absent,Absent,Absent,Longitudinal,78,Acute,Present
carnivore,Present,73,70-79mm,2,Absent,Absent,Absent,Absent,Longitudinal,90,Right,Absent
carnivore,Present,73,70-79mm,2,Absent,Absent,Absent,Absent,Longitudinal,75,Acute,Present
carnivore,Present,75,70-79mm,2,Present,Absent,Present,Absent,Oblique,39,Acute,Absent
carnivore,Present,75,70-79mm,2,Present,Absent,Present,Absent,Oblique,82,Acute,Absent
carnivore,Present,77,70-79mm,1,Absent,Absent,Absent,Absent,Oblique,86,Right,Present
carnivore,Present,77,70-79mm,1,Absent,Absent,Absent,Absent,Longitudinal,108,Obtuse,Present
carnivore,Present,80,80-89mm,3,Absent,Absent,Absent,Absent,Oblique,87,Right,Absent
carnivore,Present,80,80-89mm,3,Absent,Absent,Absent,Absent,Longitudinal,88,Right,Absent
carnivore,Present,80,80-89mm,3,Absent,Absent,Absent,Absent,Longitudinal,69,Acute,Present
carnivore,Present,83,80-89mm,3,Absent,Absent,Absent,Absent,Oblique,55,Acute,Present
carnivore,Present,83,80-89mm,3,Absent,Absent,Absent,Absent,Longitudinal,84,Acute,Present
carnivore,Present,83,80-89mm,3,Absent,Absent,Absent,Absent,Oblique,106,Obtuse,Present
carnivore,Present,85,80-89mm,2,Absent,Absent,Absent,Absent,Longitudinal,84,Acute,Present
carnivore,Present,85,80-89mm,2,Absent,Absent,Absent,Absent,Longitudinal,113,Obtuse,Present
carnivore,Present,87,80-89mm,2,Present,Absent,Absent,Absent,Longitudinal,66,Acute,Present
carnivore,Present,87,80-89mm,2,Present,Absent,Absent,Absent,Longitudinal,71,Acute,Present
carnivore,Present,87,80-89mm,4,Absent,Absent,Absent,Absent,Longitudinal,76,Acute,Absent
carnivore,Present,87,80-89mm,4,Absent,Absent,Absent,Absent,Oblique,105,Obtuse,Absent
carnivore,Present,87,80-89mm,4,Absent,Absent,Absent,Absent,Longitudinal,70,Acute,Present
carnivore,Present,87,80-89mm,4,Absent,Absent,Absent,Absent,Longitudinal,83,Acute,Present
carnivore,Present,89,80-89mm,3,Absent,Absent,Absent,Absent,Longitudinal,83,Acute,Absent
carnivore,Present,89,80-89mm,3,Absent,Absent,Absent,Absent,Oblique,85,Right,Present
carnivore,Present,89,80-89mm,3,Absent,Absent,Absent,Absent,Longitudinal,107,Obtuse,Present
carnivore,Present,91,90-99mm,2,Absent,Absent,Absent,Absent,Longitudinal,82,Acute,Present
carnivore,Present,91,90-99mm,2,Absent,Absent,Absent,Absent,Oblique,126,Obtuse,Present
carnivore,Present,94,90-99mm,2,Absent,Absent,Absent,Absent,Longitudinal,58,Acute,Absent
carnivore,Present,94,90-99mm,2,Absent,Absent,Absent,Absent,Longitudinal,85,Right,Present
carnivore,Present,95,90-99mm,1,Absent,Absent,Absent,Absent,Longitudinal,92,Right,Present
carnivore,Present,99,90-99mm,1,Absent,Absent,Absent,Absent,Longitudinal,82,Acute,Present
carnivore,Present,100,100-149mm,3,Absent,Absent,Absent,Absent,Oblique,55,Acute,Absent
carnivore,Present,100,100-149mm,3,Absent,Absent,Absent,Absent,Longitudinal,115,Obtuse,Absent
carnivore,Present,100,100-149mm,3,Absent,Absent,Absent,Absent,Oblique,125,Obtuse,Absent
carnivore,Present,103,100-149mm,1,Absent,Absent,Absent,Absent,Longitudinal,133,Obtuse,Present
carnivore,Present,109,100-149mm,4,Absent,Absent,Absent,Absent,Oblique,53,Acute,Present
carnivore,Present,109,100-149mm,4,Absent,Absent,Absent,Absent,Oblique,75,Acute,Present
carnivore,Present,109,100-149mm,4,Absent,Absent,Absent,Absent,Longitudinal,78,Acute,Present
carnivore,Present,109,100-149mm,4,Absent,Absent,Absent,Absent,Longitudinal,79,Acute,Present
carnivore,Present,142,100-149mm,4,Absent,Absent,Absent,Absent,Longitudinal,69,Acute,Present
carnivore,Present,142,100-149mm,4,Absent,Absent,Absent,Absent,Oblique,80,Acute,Present
carnivore,Present,142,100-149mm,4,Absent,Absent,Absent,Absent,Longitudinal,96,Obtuse,Present
carnivore,Present,142,100-149mm,4,Absent,Absent,Absent,Absent,Longitudinal,96,Obtuse,Present
carnivore,Present,181,150-199mm,4,Present,Present,Absent,Absent,Oblique,73,Acute,Absent
carnivore,Present,181,150-199mm,4,Present,Present,Absent,Absent,Longitudinal,75,Acute,Present
carnivore,Present,181,150-199mm,4,Present,Present,Absent,Absent,Longitudinal,85,Right,Present
carnivore,Present,181,150-199mm,4,Present,Present,Absent,Absent,Longitudinal,102,Obtuse,Present
Percussion,Absent,40,40-49mm,1,Absent,Absent,Absent,Absent,Oblique,75,Acute,Absent
Percussion,Absent,40,40-49mm,1,Absent,Absent,Absent,Absent,Longitudinal,116,Obtuse,Absent
Percussion,Absent,40,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,85,Right,Absent
Percussion,Absent,40,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,88,Right,Absent
Percussion,Absent,40,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,92,Right,Absent
Percussion,Absent,40,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,106,Obtuse,Absent
Percussion,Absent,40,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,110,Obtuse,Absent
Percussion,Absent,40,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,112,Obtuse,Absent
Percussion,Absent,40,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,113,Obtuse,Absent
Percussion,Absent,40,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,141,Obtuse,Absent
Percussion,Absent,40,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,149,Obtuse,Absent
Percussion,Absent,40,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,89,Right,Present
Percussion,Absent,40,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,57,Acute,Absent
Percussion,Absent,40,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,58,Acute,Absent
Percussion,Absent,40,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,64,Acute,Absent
Percussion,Absent,40,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,72,Acute,Absent
Percussion,Absent,40,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,72,Acute,Absent
Percussion,Absent,40,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,90,Right,Absent
Percussion,Absent,40,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,93,Right,Absent
Percussion,Absent,40,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,94,Right,Absent
Percussion,Absent,40,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,95,Right,Absent
Percussion,Absent,40,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,122,Obtuse,Absent
Percussion,Absent,40,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,56,Acute,Present
Percussion,Absent,40,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,123,Obtuse,Present
Percussion,Absent,40,40-49mm,4,Absent,Absent,Absent,Absent,Oblique,97,Obtuse,Absent
Percussion,Absent,40,40-49mm,4,Absent,Absent,Absent,Absent,Longitudinal,102,Obtuse,Absent
Percussion,Absent,40,40-49mm,4,Absent,Absent,Absent,Absent,Oblique,103,Obtuse,Absent
Percussion,Absent,40,40-49mm,4,Absent,Absent,Absent,Absent,Oblique,123,Obtuse,Absent
Percussion,Absent,40,40-49mm,4,Absent,Absent,Absent,Absent,Oblique,125,Obtuse,Absent
Percussion,Absent,40,40-49mm,4,Absent,Absent,Absent,Absent,Oblique,125,Obtuse,Absent
Percussion,Absent,40,40-49mm,4,Absent,Absent,Absent,Absent,Longitudinal,109,Obtuse,Present
Percussion,Absent,40,40-49mm,4,Absent,Absent,Absent,Absent,Oblique,137,Obtuse,Present
Percussion,Absent,41,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,78,Acute,Absent
Percussion,Absent,41,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,84,Acute,Absent
Percussion,Absent,41,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,89,Right,Absent
Percussion,Absent,41,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,98,Obtuse,Absent
Percussion,Absent,41,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,113,Obtuse,Absent
Percussion,Absent,41,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,125,Obtuse,Absent
Percussion,Absent,41,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,129,Obtuse,Absent
Percussion,Absent,41,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,139,Obtuse,Present
Percussion,Absent,41,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,55,Acute,Absent
Percussion,Absent,41,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,69,Acute,Absent
Percussion,Absent,41,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,84,Acute,Absent
Percussion,Absent,41,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,89,Right,Absent
Percussion,Absent,41,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,91,Right,Absent
Percussion,Absent,41,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,94,Right,Absent
Percussion,Absent,41,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,99,Obtuse,Absent
Percussion,Absent,41,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,102,Obtuse,Absent
Percussion,Absent,41,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,108,Obtuse,Absent
Percussion,Absent,41,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,131,Obtuse,Absent
Percussion,Absent,41,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,55,Acute,Present
Percussion,Absent,41,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,133,Obtuse,Present
Percussion,Absent,41,40-49mm,4,Absent,Absent,Absent,Absent,Oblique,82,Acute,Absent
Percussion,Absent,41,40-49mm,4,Absent,Absent,Absent,Absent,Oblique,93,Right,Absent
Percussion,Absent,41,40-49mm,4,Absent,Absent,Absent,Absent,Oblique,131,Obtuse,Absent
Percussion,Absent,41,40-49mm,4,Absent,Absent,Absent,Absent,Oblique,143,Obtuse,Absent
Percussion,Absent,42,40-49mm,1,Absent,Absent,Absent,Absent,Longitudinal,92,Right,Absent
Percussion,Absent,42,40-49mm,1,Absent,Absent,Absent,Absent,Oblique,121,Obtuse,Absent
Percussion,Absent,42,40-49mm,1,Present,Present,Absent,Absent,Oblique,105,Obtuse,Present
Percussion,Absent,42,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,99,Obtuse,Absent
Percussion,Absent,42,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,112,Obtuse,Absent
Percussion,Absent,42,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,60,Acute,Absent
Percussion,Absent,42,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,76,Acute,Absent
Percussion,Absent,42,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,78,Acute,Absent
Percussion,Absent,42,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,80,Acute,Absent
Percussion,Absent,42,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,96,Obtuse,Absent
Percussion,Absent,42,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,99,Obtuse,Absent
Percussion,Absent,42,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,105,Obtuse,Absent
Percussion,Absent,42,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,114,Obtuse,Absent
Percussion,Absent,42,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,131,Obtuse,Present
Percussion,Absent,42,40-49mm,4,Absent,Absent,Absent,Absent,Oblique,92,Right,Absent
Percussion,Absent,42,40-49mm,4,Absent,Absent,Absent,Absent,Longitudinal,107,Obtuse,Absent
Percussion,Absent,42,40-49mm,4,Absent,Absent,Absent,Absent,Longitudinal,124,Obtuse,Absent
Percussion,Absent,42,40-49mm,4,Absent,Absent,Absent,Absent,Oblique,131,Obtuse,Absent
Percussion,Absent,43,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,49,Acute,Absent
Percussion,Absent,43,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,75,Acute,Absent
Percussion,Absent,43,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,99,Obtuse,Absent
Percussion,Absent,43,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,100,Obtuse,Absent
Percussion,Absent,43,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,125,Obtuse,Absent
Percussion,Absent,43,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,68,Acute,Present
Percussion,Absent,43,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,112,Obtuse,Present
Percussion,Absent,43,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,137,Obtuse,Present
Percussion,Absent,43,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,101,Obtuse,Absent
Percussion,Absent,43,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,105,Obtuse,Absent
Percussion,Absent,43,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,106,Obtuse,Absent
Percussion,Absent,43,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,124,Obtuse,Absent
Percussion,Absent,43,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,132,Obtuse,Absent
Percussion,Absent,43,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,134,Obtuse,Absent
Percussion,Absent,43,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,159,Obtuse,Absent
Percussion,Absent,43,40-49mm,3,Present,Absent,Absent,Absent,Oblique,80,Acute,Absent
Percussion,Absent,43,40-49mm,3,Present,Absent,Absent,Absent,Oblique,85,Right,Absent
Percussion,Absent,43,40-49mm,3,Present,Absent,Absent,Absent,Longitudinal,90,Right,Absent
Percussion,Absent,43,40-49mm,3,Present,Absent,Absent,Absent,Oblique,111,Obtuse,Absent
Percussion,Absent,43,40-49mm,3,Present,Absent,Absent,Absent,Oblique,111,Obtuse,Absent
Percussion,Absent,43,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,68,Acute,Present
Percussion,Absent,43,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,120,Obtuse,Present
Percussion,Absent,44,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,44,Acute,Absent
Percussion,Absent,44,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,82,Acute,Present
Percussion,Absent,44,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,104,Obtuse,Present
Percussion,Absent,44,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,117,Obtuse,Present
Percussion,Absent,44,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,76,Acute,Absent
Percussion,Absent,44,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,100,Obtuse,Absent
Percussion,Absent,44,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,104,Obtuse,Absent
Percussion,Absent,44,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,129,Obtuse,Absent
Percussion,Absent,44,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,143,Obtuse,Absent
Percussion,Absent,44,40-49mm,3,Present,Absent,Absent,Absent,Oblique,69,Acute,Absent
Percussion,Absent,44,40-49mm,3,Present,Absent,Absent,Absent,Oblique,73,Acute,Absent
Percussion,Absent,44,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,107,Obtuse,Present
Percussion,Absent,44,40-49mm,3,Present,Absent,Absent,Absent,Longitudinal,80,Acute,Present
Percussion,Absent,44,40-49mm,4,Absent,Absent,Absent,Absent,Oblique,67,Acute,Absent
Percussion,Absent,44,40-49mm,4,Absent,Absent,Absent,Absent,Oblique,93,Right,Absent
Percussion,Absent,44,40-49mm,4,Absent,Absent,Absent,Absent,Longitudinal,96,Obtuse,Absent
Percussion,Absent,44,40-49mm,4,Absent,Absent,Absent,Absent,Oblique,114,Obtuse,Absent
Percussion,Absent,44,40-49mm,4,Absent,Absent,Absent,Absent,Longitudinal,123,Obtuse,Absent
Percussion,Absent,44,40-49mm,4,Absent,Absent,Absent,Absent,Oblique,123,Obtuse,Absent
Percussion,Absent,44,40-49mm,4,Absent,Absent,Absent,Absent,Oblique,124,Obtuse,Absent
